id,price,lat,long
6300000320,359950,47.7061,-122.34
826059152,435000,47.7555,-122.204
4223000140,260750,47.341,-122.309
7999950020,319950,47.3296,-122.18
325059126,565000,47.6893,-122.164
3306200010,210000,47.2987,-122.366
3213200215,600000,47.6726,-122.265
5347200162,210000,47.5188,-122.376
1328330350,390000,47.4425,-122.133
5506500070,676000,47.4828,-121.73
3052700213,461100,47.6783,-122.376
5054800110,328000,47.4249,-122.211
6793300010,705000,47.5582,-122.025
7855801090,795000,47.5651,-122.164
5637500082,346000,47.5443,-122.385
8078550250,307000,47.4038,-122.175
2521059060,490000,47.2848,-122.118
7237300290,338000,47.3692,-122.126
3644100086,340000,47.5917,-122.295
5536100010,1.05E+06,47.6223,-122.208
13001215,130000,47.5231,-122.332
546000020,487000,47.6901,-122.382
3546000490,290000,47.3569,-122.175
8691400010,830000,47.5977,-121.976
8682280970,548050,47.7054,-122.011
4233400490,262000,47.314,-122.001
7202360350,780000,47.6811,-122.025
8081900101,960000,47.6796,-122.402
9126100850,534000,47.6056,-122.305
5127001620,315000,47.4756,-122.147
7625701830,521000,47.5508,-122.392
263000155,418000,47.6994,-122.347
4427100130,431000,47.7281,-122.311
269000070,608000,47.6466,-122.389
5631500191,595000,47.7336,-122.232
2804600155,1.35E+06,47.643,-122.299
114101500,325000,47.7572,-122.228
4167960330,270000,47.3169,-122.352
2123049142,294000,47.473,-122.293
3362401761,450000,47.68,-122.348
1338800425,2.14E+06,47.6285,-122.304
9138100261,645000,47.6811,-122.318
4327600010,336000,47.4958,-122.262
5700002510,1.09E+06,47.5764,-122.287
3276930270,817500,47.5859,-121.991
5422560900,450000,47.6642,-122.129
2597520790,765000,47.5438,-122.139
164000261,700000,47.7294,-122.352
7972601270,369000,47.5299,-122.344
6131600285,195500,47.3231,-122.219
1189000645,650000,47.6117,-122.297
1545804820,240000,47.3628,-122.045
8078550320,290000,47.4034,-122.176
65000400,570000,47.5446,-122.382
4249000100,803000,47.6692,-122.136
3052700385,765000,47.679,-122.375
3013300685,760000,47.532,-122.384
5490220030,580000,47.6964,-122.118
9325200110,569950,47.4349,-122.328
9528102993,495000,47.6765,-122.32
8078350030,580000,47.5716,-122.022
7852170140,650000,47.5416,-121.864
9253900210,1.28E+06,47.5966,-122.112
6817850040,825000,47.6395,-122.05
923000270,405000,47.7257,-122.361
5561000430,470000,47.4612,-121.992
5469500640,583500,47.3823,-122.159
2301400276,865000,47.6814,-122.359
2560805440,283500,47.3787,-122.323
2781250110,360000,47.3505,-122.027
8562710250,890000,47.5404,-122.073
2207200675,419000,47.6022,-122.134
820079081,570000,47.2411,-121.932
937000330,246500,47.4211,-122.29
8123100045,470000,47.5384,-122.376
1138000830,310000,47.7116,-122.213
3034200142,435000,47.7211,-122.33
7215721330,485000,47.5998,-122.016
8643200055,243000,47.3945,-122.313
7283900306,400000,47.7634,-122.35
7192200040,280000,47.5101,-122.259
1760650880,327000,47.359,-122.082
3211230300,381500,47.312,-122.115
5026900235,1.85E+06,47.616,-122.282
4364700805,315000,47.5249,-122.373
7518505910,528000,47.6805,-122.384
8106300510,485000,47.4461,-122.208
1079350090,332000,47.4852,-122.162
809003105,935000,47.6384,-122.35
2827100075,286308,47.7348,-122.347
4077800438,518000,47.7085,-122.283
5151600340,290000,47.336,-122.319
723049197,195000,47.4971,-122.334
2468800040,330000,47.184,-121.959
2767601805,600000,47.6744,-122.383
6977000040,625000,47.7107,-122.229
8016250080,245000,47.3661,-122.173
6381500505,400000,47.7323,-122.304
6821102346,505000,47.6474,-122.396
7625703260,400950,47.5468,-122.386
126049100,398000,47.7754,-122.233
3387900390,255000,47.3969,-122.198
5469502170,459950,47.3818,-122.165
3624079046,460000,47.52,-121.845
3278600320,465000,47.5488,-122.372
1725059127,2.35E+06,47.6547,-122.202
7843500090,299500,47.3406,-122.057
6751100125,472000,47.5897,-122.136
1274500170,227500,47.3626,-122.111
2125059161,960000,47.6426,-122.18
3904980270,517500,47.5746,-122.009
7518501822,469000,47.6762,-122.378
7849200945,306500,47.5231,-121.82
6151800070,700000,47.3402,-122.046
2205500540,365000,47.5767,-122.144
8146100580,765000,47.6094,-122.194
8965510190,1.25E+06,47.5662,-122.108
1535204365,428000,47.4193,-122.444
7744500020,431000,47.7499,-122.29
1604600227,441000,47.5624,-122.291
1870400470,637800,47.6738,-122.292
9362000040,3.40E+06,47.5348,-122.243
3705900124,302000,47.7617,-122.335
1442880340,427874,47.4831,-121.773
2294900010,478000,47.4734,-121.999
2899200040,242000,47.5089,-122.346
9550202870,417000,47.6677,-122.324
3303850390,2.98E+06,47.5431,-122.112
7694800270,636000,47.6664,-122.131
3294700030,280950,47.4725,-122.202
4139440480,796500,47.5527,-122.12
1442860120,363000,47.4338,-122.16
3501100050,125000,47.6941,-122.365
5700000595,630000,47.5787,-122.293
7237500360,1.50E+06,47.5305,-122.135
4403600240,832000,47.5933,-122.075
2206500105,290000,47.5765,-122.154
2423029245,550000,47.4638,-122.484
3885804390,1.50E+06,47.6845,-122.209
7645900165,810000,47.5767,-122.378
7234601544,660000,47.6108,-122.308
868001790,1.30E+06,47.7028,-122.385
9517200030,365500,47.7591,-122.146
9834201375,425000,47.5703,-122.288
3818700123,390000,47.7633,-122.262
1422029117,319000,47.3944,-122.506
6411600370,475000,47.7153,-122.327
5393600507,329445,47.5828,-122.314
1853000300,875000,47.731,-122.078
4232901120,792000,47.6358,-122.356
7100000110,340000,47.5075,-122.379
871000515,567500,47.6511,-122.405
1762600190,1.04E+06,47.6495,-122.185
5631500992,390000,47.7433,-122.229
1563102435,950000,47.5671,-122.405
986000045,240000,47.5059,-122.303
439200035,740000,47.686,-122.297
5101405340,460000,47.701,-122.305
3574750150,511000,47.7355,-122.224
984200690,299000,47.4341,-122.169
2436700666,550700,47.6666,-122.285
5315100667,571500,47.5851,-122.242
5430300171,615500,47.6819,-122.287
1402000210,390000,47.4422,-122.151
6908200155,1.10E+06,47.6756,-122.401
2212901010,229950,47.3279,-122.136
7302000610,316000,47.6503,-121.968
6402300070,800000,47.5801,-122.229
3876000710,405000,47.7243,-122.185
9510900610,294000,47.3084,-122.372
4032500035,295000,47.5729,-121.676
1432900030,225000,47.4577,-122.171
6064800730,330950,47.5413,-122.288
7200179,150000,47.484,-122.211
9413600100,705640,47.6533,-122.192
7424110130,423000,47.7129,-122.203
4060000020,299980,47.5002,-122.246
114101161,480000,47.7592,-122.23
7167000020,792500,47.3585,-121.988
8562900710,483000,47.6104,-122.06
1982200330,665000,47.6638,-122.362
537000445,282950,47.3255,-122.304
9468200140,450000,47.6795,-122.353
1450000210,179500,47.2866,-122.221
5711200170,535000,47.6938,-122.13
293910030,655000,47.7076,-122.232
8731900340,264000,47.3129,-122.369
3343901234,341500,47.5089,-122.189
7417100123,365000,47.7722,-122.312
2331300025,967000,47.6785,-122.351
9191200015,613200,47.6719,-122.301
4136930310,360000,47.2593,-122.222
4385701285,1.27E+06,47.6395,-122.279
4037200690,458450,47.6038,-122.122
5253300387,215000,47.7508,-122.339
3298600850,235000,47.2969,-122.163
7852110740,645500,47.5394,-121.875
2095800400,455000,47.7498,-122.184
9346920260,646000,47.5615,-122.131
1402900380,280500,47.3328,-122.187
4178500640,306000,47.3584,-122.089
7830800339,360000,47.3818,-122.2
7852040110,423700,47.5348,-121.877
731500200,347500,47.3591,-122.201
9144300120,374500,47.7619,-122.162
3275750290,480000,47.6233,-122.108
179003055,210000,47.4921,-122.275
1939130420,640000,47.6251,-122.026
3904910520,505000,47.5674,-122.017
8898700680,295500,47.4605,-122.206
4055700955,874150,47.7073,-122.244
3304030140,424000,47.344,-122.269
3905040800,533600,47.5694,-122.001
1338300180,1.40E+06,47.6317,-122.304
5103900045,299000,47.5318,-121.833
9828702666,507000,47.6184,-122.301
1115800440,525000,47.6652,-122.146
9113200180,852500,47.6841,-122.161
3438500346,265050,47.554,-122.362
7812800775,264250,47.4949,-122.239
1774000780,469500,47.7502,-122.085
1545808110,250000,47.3611,-122.047
2025760160,835000,47.3069,-122.148
9385200055,650000,47.5815,-122.402
8944300010,230000,47.3054,-122.369
1646502165,480000,47.6842,-122.359
9517200610,370000,47.7598,-122.146
913000315,1.30E+06,47.5837,-122.399
686200740,500000,47.6264,-122.113
6891100090,850000,47.7077,-122.12
8081500050,1.81E+06,47.6377,-122.211
2113701200,250000,47.53,-122.351
2726049071,510000,47.7076,-122.284
9165100260,717000,47.6821,-122.392
9485300190,300000,47.3891,-122.172
6837820030,389950,47.3091,-122.343
6400700264,730000,47.6684,-122.175
1042700300,829995,47.607,-122.053
1566100130,319000,47.7,-122.3
1220000367,320000,47.4643,-122.346
3124089049,529000,47.5204,-121.829
5029450110,215000,47.2914,-122.368
4037500230,400000,47.6095,-122.122
4206901435,650000,47.6571,-122.326
952000925,430000,47.567,-122.38
7893207490,275000,47.4226,-122.327
2111010890,300000,47.3364,-122.169
1591600676,246000,47.5022,-122.36
6073300040,375000,47.5403,-122.175
1177000130,805000,47.6707,-122.399
7520000616,325000,47.4962,-122.349
4385700250,1.80E+06,47.6356,-122.281
7312200120,450000,47.5336,-122.189
3828000405,176500,47.3745,-122.231
5458300580,478000,47.627,-122.345
8798000100,252500,47.336,-122.304
2767604212,452000,47.6715,-122.384
7942600975,505000,47.6054,-122.314
3904960700,590000,47.5782,-122.018
1545802850,286000,47.359,-122.05
2755200110,820000,47.6777,-122.306
7524950210,910000,47.562,-122.081
5652601330,489000,47.695,-122.301
5285200020,349950,47.5162,-122.26
3426049284,2.30E+06,47.6934,-122.271
7300400320,340000,47.333,-122.172
9188200570,333800,47.5173,-122.275
4140900140,438000,47.7629,-122.268
1402600570,320000,47.4394,-122.14
5072400100,571000,47.4434,-122.343
1370803445,1.14E+06,47.6353,-122.402
9406590010,359950,47.3833,-122.037
3754500010,899950,47.7074,-122.219
7574000080,355500,47.3299,-122.046
1723049270,340500,47.4857,-122.318
7338401230,285000,47.5332,-122.29
293610040,600000,47.7368,-122.231
1917300105,216500,47.2109,-121.987
5693500760,570000,47.6597,-122.352
9510300130,598000,47.4761,-121.723
2868900160,222500,47.3422,-122.089
6814600355,618250,47.6801,-122.315
7016300050,420000,47.7404,-122.186
4427100025,270000,47.7276,-122.312
1829300520,746500,47.637,-122.04
724069023,1.25E+06,47.5814,-122.081
518500610,798800,47.5299,-122.203
6399600115,279000,47.3895,-122.023
7977201240,1.01E+06,47.6834,-122.292
2538400060,860000,47.5854,-122.08
1138020200,435000,47.7121,-122.214
6450303235,269000,47.7316,-122.338
629600130,594950,47.5834,-122.001
5490700100,310000,47.7693,-122.32
8944550100,455000,47.5403,-122.286
1277000240,735000,47.6239,-122.144
5595900355,257100,47.2043,-121.996
3856903515,705000,47.6693,-122.333
6909200335,457500,47.5908,-122.292
1125049140,1.25E+06,47.6718,-122.256
7796100050,1.02E+06,47.6634,-122.172
8910500150,539000,47.7112,-122.357
2771602450,370000,47.6374,-122.375
9475700220,405000,47.4902,-122.154
2569500210,339950,47.3473,-122.151
1112700060,399900,47.7289,-122.233
3867400175,850000,47.5934,-122.39
7852100150,459000,47.5298,-121.879
1085623710,447055,47.3428,-122.179
2493200155,950000,47.5283,-122.385
2426039130,417500,47.7248,-122.359
1026049036,275000,47.7497,-122.286
8648900010,530200,47.5636,-122.094
8562740290,685000,47.5362,-122.067
3361402041,134000,47.4961,-122.322
7504100920,688000,47.6319,-122.041
4136870020,332100,47.2631,-122.212
3876312570,350500,47.734,-122.174
8944320280,336000,47.3885,-122.154
1644500050,875000,47.5156,-122.204
3205100130,387000,47.539,-122.179
9547205225,540000,47.6821,-122.31
2608300030,408200,47.5293,-122.363
6421000330,732500,47.6694,-122.141
3741600020,540000,47.4544,-122.366
6414100026,320000,47.7205,-122.323
1109000390,420000,47.5383,-122.268
7518505851,552000,47.6797,-122.384
2111010760,357500,47.3342,-122.169
8582010240,606000,47.5497,-122.077
7751800080,465000,47.6346,-122.127
1332200110,300000,47.4042,-122.213
8815400670,780000,47.675,-122.289
1026069044,785000,47.755,-122.035
1061400360,280000,47.5,-122.169
7214700830,480000,47.7597,-122.079
8658300340,80000,47.6499,-121.909
5100401060,550000,47.6919,-122.313
2826049098,622100,47.7054,-122.297
9476200650,245000,47.4915,-122.188
3522900061,418000,47.5411,-122.391
3585210200,366000,47.7243,-122.222
796000085,175000,47.5008,-122.333
5101405335,414900,47.7004,-122.305
6169900790,2.40E+06,47.6307,-122.367
6082400152,325000,47.4838,-122.299
9279200910,770000,47.5843,-122.393
7203140420,385000,47.6875,-122.015
1951100110,240000,47.3729,-122.295
8964800225,1.43E+06,47.6203,-122.21
3331001285,180000,47.5502,-122.286
3211800140,493500,47.5815,-122.121
9578060370,530000,47.7727,-122.237
3278602040,346500,47.548,-122.375
1951820070,491500,47.5413,-122.174
5450500010,975000,47.5516,-122.217
808300090,435000,47.7258,-121.959
6192410760,690000,47.7041,-122.116
3905100310,544000,47.5692,-122.006
824059083,993000,47.5892,-122.203
4440900040,379950,47.7771,-122.339
7853360990,430000,47.5155,-121.87
4025300360,349500,47.7489,-122.3
4385700765,850000,47.6374,-122.279
6064800090,365000,47.5419,-122.289
2201500030,420000,47.5759,-122.137
4377000100,704000,47.6278,-122.11
7625700020,340000,47.5551,-122.382
8691330260,820000,47.5945,-121.982
9276202130,590000,47.5787,-122.392
4036800580,418000,47.6005,-122.129
526059103,325000,47.7669,-122.206
9274200365,920000,47.5874,-122.387
4058200630,353000,47.5033,-122.232
904000045,1.29E+06,47.6685,-122.409
2771101200,410000,47.6542,-122.385
7376300085,530000,47.6353,-122.123
5379803386,289950,47.4531,-122.273
7972603931,240000,47.5201,-122.35
7574200210,407450,47.3354,-122.031
2122059236,365070,47.3734,-122.182
98000870,1.06E+06,47.5862,-121.97
9137101696,605000,47.6801,-122.322
4188000240,725000,47.7238,-122.114
2739200040,302000,47.4915,-122.143
4287400005,393000,47.5442,-122.297
3905030330,564800,47.5707,-121.996
5482700100,876650,47.5665,-122.229
2768301182,439950,47.6661,-122.37
4037600115,415500,47.607,-122.132
2175100055,1.70E+06,47.5829,-122.247
1023059324,235000,47.4954,-122.164
7370600020,606000,47.7213,-122.365
2919702235,740000,47.6896,-122.362
6918700130,749000,47.6276,-122.122
2525049148,3.42E+06,47.6209,-122.237
8024201210,550000,47.6988,-122.313
3454800060,171800,47.4965,-122.303
8550001515,429592,47.3551,-122.475
7211340030,300000,47.6453,-121.912
7787920080,492500,47.7275,-121.957
2386000070,795127,47.6398,-121.985
8691440440,882990,47.5929,-121.974
7950304065,260000,47.5621,-122.283
5700001055,765000,47.5785,-122.292
2767603615,481000,47.6718,-122.382
5152960710,740000,47.3466,-122.323
5214500660,525000,47.4899,-122.138
7502800030,659950,47.4827,-122.131
9510860840,803100,47.6635,-122.083
6450301835,459500,47.7325,-122.337
8820901415,400000,47.7157,-122.284
3363900155,470000,47.6801,-122.354
3523069060,290000,47.4379,-122.011
2028700570,560000,47.6783,-122.366
8955800045,530000,47.3628,-122.147
7379600240,615000,47.5893,-122.15
8651720060,431000,47.7286,-122.215
8682262240,505000,47.7175,-122.034
6791400070,350000,47.3122,-122.04
7936500109,2.23E+06,47.5516,-122.398
2407900200,530000,47.479,-122.129
7212680080,300000,47.2623,-122.305
4365200630,450000,47.5227,-122.372
1545804460,294000,47.3643,-122.049
8860500150,380000,47.4608,-122.215
705700390,328000,47.3828,-122.023
7151700360,1.03E+06,47.6115,-122.287
8945200860,180000,47.3062,-122.371
3047700045,525000,47.6915,-122.339
4037000925,650000,47.6007,-122.117
6713700205,310000,47.762,-122.355
5459500165,623000,47.5743,-122.212
4443800415,475000,47.6848,-122.392
1566100010,470000,47.7009,-122.301
3876590420,350000,47.3274,-122.178
1423600020,267000,47.4551,-122.175
3192000080,205000,47.4873,-122.345
2188201010,245000,47.2715,-122.338
4027700726,470101,47.7738,-122.266
3034200426,450500,47.7161,-122.33
3224079105,430000,47.5262,-121.943
2473250280,265000,47.4576,-122.16
8645500270,246000,47.4669,-122.182
2310030490,292500,47.3536,-122.047
7200001259,570000,47.6809,-122.113
3094000210,269950,47.2606,-122.254
9433000060,814950,47.7107,-122.11
7202430110,725000,47.6648,-122.137
255450030,369946,47.371,-122.018
3900500110,627000,47.6727,-122.174
2586800140,135000,47.5057,-122.348
1672000170,575000,47.5697,-122.163
8691310420,635000,47.5912,-121.986
9191200435,471000,47.6706,-122.3
8581200030,230000,47.2964,-122.376
6413100270,490000,47.7152,-122.322
6979900080,635000,47.6306,-121.968
2140950160,390000,47.314,-122.023
3975400190,509000,47.6545,-122.344
9371700125,254000,47.7508,-122.349
3580900160,311000,47.7284,-122.241
1026069120,589900,47.7479,-122.034
726059349,460000,47.7603,-122.215
1254200615,635000,47.6796,-122.39
2561360210,562100,47.7015,-122.13
3815500035,385000,47.7623,-122.256
1421069117,240000,47.3119,-122.015
9136103130,685000,47.6652,-122.338
9202600060,535000,47.5647,-122.092
3586500630,850000,47.7542,-122.372
4058200040,361000,47.5057,-122.231
1494300110,550000,47.6789,-122.116
7511000050,1.10E+06,47.5476,-122.219
42000127,406500,47.4703,-122.276
2757000030,855000,47.5603,-122.222
3359500960,480000,47.6728,-122.325
5132000140,415000,47.5238,-122.35
5454200080,968000,47.5459,-122.228
3629980860,680000,47.5525,-121.99
8965000110,455000,47.6388,-122.103
9828202325,436000,47.6149,-122.293
4237900645,475000,47.6639,-122.399
8690600050,255000,47.7385,-122.25
7501000220,950000,47.6534,-122.182
8805900065,1.16E+06,47.6439,-122.302
9551201660,1.03E+06,47.6709,-122.337
2722069077,430000,47.3601,-122.032
3291800510,310000,47.4892,-122.182
5016001260,480000,47.6249,-122.298
6880200030,352500,47.3855,-122.322
6819100330,550000,47.6461,-122.357
5318101765,985000,47.635,-122.284
3342100995,449000,47.5182,-122.207
6666860170,365000,47.4197,-122.205
5559200020,248500,47.3219,-122.341
1189000205,400000,47.6132,-122.297
3630200780,1.05E+06,47.5396,-121.995
2767800065,429000,47.6715,-122.365
326049024,603000,47.7684,-122.289
2422000067,230000,47.2899,-122.287
2426049154,412500,47.7326,-122.234
1604730150,639983,47.4969,-122.145
2919201365,650000,47.6901,-122.357
7345200400,205000,47.2761,-122.208
1928300620,455000,47.6696,-122.32
7299601460,329900,47.2595,-122.202
926069009,649950,47.7545,-122.047
6117502230,1.64E+06,47.4418,-122.354
2867100007,485000,47.644,-122.369
6123600090,251200,47.425,-122.332
8732020670,400000,47.3123,-122.389
1820069019,302000,47.228,-122.088
8141310180,277500,47.1944,-121.974
3336500140,208800,47.5298,-122.269
2301400640,891000,47.6804,-122.358
9268850350,304500,47.5394,-122.026
5101404351,550000,47.6971,-122.302
8732000410,272000,47.4085,-122.195
5490210320,661500,47.6964,-122.12
207500012,855000,47.6382,-122.397
9359300250,685000,47.7751,-122.088
8945200830,210490,47.3066,-122.371
5248800250,375000,47.5533,-122.307
8564860270,449990,47.4759,-121.734
624100990,725000,47.7267,-122.063
4232400400,1.26E+06,47.6235,-122.309
2781270550,219000,47.3496,-122.022
6388910730,555000,47.53,-122.172
3996900125,230000,47.7481,-122.3
2821079081,590000,47.2725,-121.929
1310980580,374900,47.3641,-122.278
1929300052,740000,47.6451,-122.35
9477100620,245000,47.7308,-122.194
2525310220,242050,47.3634,-122.031
1702900624,370000,47.5592,-122.284
7519000580,610000,47.685,-122.363
844000425,199999,47.3091,-122.006
1102000527,1.44E+06,47.5427,-122.265
4024100670,605000,47.7537,-122.296
2911700020,1.48E+06,47.574,-122.18
7202340960,581000,47.6799,-122.034
7010700110,440000,47.6579,-122.394
3626039229,340000,47.6958,-122.357
2738600140,499950,47.7735,-122.158
3374500240,365000,47.4096,-122.17
2487200490,670000,47.5178,-122.389
7010700936,799000,47.661,-122.396
3797001920,310000,47.6846,-122.346
3824100235,425000,47.771,-122.258
3880900236,455000,47.627,-122.361
2113701100,294010,47.5291,-122.351
7130300785,418000,47.512,-122.249
7696620100,254999,47.3318,-122.277
621069102,260000,47.3427,-122.087
272000085,751000,47.5873,-122.299
2770600795,585000,47.648,-122.386
3845101100,392440,47.2592,-122.194
3861500340,279900,47.2798,-122.303
6145602125,295000,47.7027,-122.355
5561301150,632000,47.4658,-122.007
6145601810,358803,47.7024,-122.346
1513800170,392500,47.6889,-122.301
173000140,487000,47.7289,-122.353
7974200456,910000,47.6809,-122.288
31200020,1.04E+06,47.5709,-122.214
3955900500,424950,47.4814,-122.189
2591010290,285000,47.6939,-122.184
5309100515,537000,47.6795,-122.371
3347401315,220000,47.4968,-122.277
8146100270,824000,47.6051,-122.195
8682260870,344000,47.7132,-122.033
534000075,329350,47.7001,-122.362
6204410150,525000,47.7351,-122.199
8563001130,654000,47.6233,-122.102
7548300751,370000,47.5872,-122.308
1442870050,535365,47.4836,-121.769
1951600250,135000,47.3698,-122.297
2767604724,505000,47.6707,-122.381
8682320090,818000,47.7095,-122.019
3271300955,554729,47.6503,-122.41
7625700305,564000,47.554,-122.385
1828000050,625000,47.6557,-122.127
3579000440,520000,47.7471,-122.247
3885803895,763000,47.6879,-122.208
8149600265,725000,47.5607,-122.391
1839920180,460000,47.7248,-122.179
4423100095,670500,47.6406,-122.317
7625700935,875000,47.5533,-122.391
2460700650,280000,47.4619,-122.168
7519000335,865000,47.6842,-122.363
2310010270,280500,47.3566,-122.039
5104510240,339000,47.3576,-122.016
2545900050,234950,47.3422,-122.053
4037000065,412000,47.6027,-122.122
3629760110,634000,47.5451,-122.014
6163901381,295000,47.7548,-122.316
5045700470,563950,47.4857,-122.153
5315100394,604000,47.5872,-122.241
766500030,225000,47.3664,-122.1
259000100,430000,47.7588,-122.36
6065300370,4.21E+06,47.5692,-122.189
1454100005,350000,47.7263,-122.289
2326059082,594000,47.7221,-122.124
7841300230,324950,47.4777,-122.212
8155820110,355000,47.5049,-122.189
2211300260,367000,47.382,-122.197
1085622860,384435,47.341,-122.18
7871500280,975000,47.643,-122.37
9103000365,915000,47.6186,-122.288
1139000069,320000,47.7073,-122.356
304100090,215000,47.3378,-122.262
7582700100,1.32E+06,47.6644,-122.28
1529300410,365000,47.6988,-122.351
3879901285,1.23E+06,47.6264,-122.363
1446110020,405000,47.3255,-122.192
6413100090,458000,47.7132,-122.321
4222310010,267950,47.3467,-122.307
6003500743,640000,47.6179,-122.318
6145601599,250000,47.7034,-122.345
1890000170,552000,47.6621,-122.324
686550040,1.24E+06,47.6005,-122.199
3566800485,649950,47.6923,-122.392
7424700145,1.19E+06,47.6162,-122.288
1024069063,620000,47.5832,-122.02
7954300220,600000,47.522,-122.19
7278100665,370000,47.7712,-122.392
402000260,190000,47.5294,-122.276
3276930370,645000,47.5852,-121.992
5451220150,980000,47.5336,-122.223
7131300032,235000,47.5163,-122.268
6021503570,525000,47.6847,-122.387
646910480,206000,47.4336,-122.195
2896610210,319000,47.7245,-122.22
4426600125,279000,47.7222,-122.305
7123400045,225000,47.3221,-121.903
2873000780,255000,47.4182,-122.167
6699300330,372000,47.3161,-122.27
3629970130,735000,47.5527,-121.992
1523049188,84000,47.4752,-122.271
2143701015,290500,47.4785,-122.228
6163901033,269000,47.7547,-122.323
3831200200,172040,47.3911,-122.191
6205500580,530000,47.5875,-122.177
3599600276,215500,47.2613,-122.248
9407101840,378000,47.4491,-121.78
1726059134,1.08E+06,47.7409,-122.198
3584900160,565000,47.5901,-122.167
868002335,1.43E+06,47.7039,-122.385
7853420480,536751,47.5181,-121.885
8944290200,233703,47.3908,-122.167
9301300805,675000,47.6384,-122.343
2624039114,360000,47.5397,-122.385
5422500220,479000,47.7242,-122.217
5104500020,250000,47.7094,-122.213
8588000610,210000,47.3171,-122.316
5595900280,235000,47.2046,-121.996
8732160050,250000,47.2977,-122.374
4136950180,262000,47.2621,-122.221
9830200380,653000,47.5409,-122.267
9521101315,600000,47.6624,-122.347
7312400080,550000,47.5535,-122.377
9301300751,464950,47.6384,-122.342
3343301393,789888,47.5463,-122.192
8820903370,348000,47.7145,-122.285
103400160,263000,47.2857,-122.3
646910150,183750,47.4325,-122.197
5459500100,680000,47.5714,-122.211
9528102110,517000,47.6793,-122.319
9191201250,580000,47.6691,-122.299
4008400515,190000,47.4396,-122.104
5701800030,609000,47.7227,-122.098
1523059105,356000,47.4811,-122.149
1972200426,525000,47.6534,-122.355
1545808560,245000,47.3592,-122.046
5145100300,465000,47.7261,-122.22
5437200080,350000,47.3381,-122.332
5459500125,1.00E+06,47.5726,-122.213
6620400631,284000,47.5137,-122.333
5255000110,460000,47.7668,-122.197
2320069111,449999,47.2034,-122.003
272000220,417000,47.5893,-122.299
3904990430,495000,47.5772,-122.001
2141500040,440000,47.4881,-122.143
6413600123,455000,47.7171,-122.32
1921059235,215000,47.2898,-122.222
6791100280,430000,47.579,-122.051
4307350730,506000,47.4811,-122.179
3845100620,400950,47.2603,-122.194
8835200610,372000,47.7232,-122.161
7649400170,675000,47.5543,-122.398
1402650110,415000,47.4381,-122.134
1934800193,530000,47.6034,-122.309
